NAME,PER,MASS,SEP,DIST,MSTAR,RSTAR,TEFF,FE
Kepler-11 b,10.3039,0.00597804,0.0914497,,0.961,1.065,5663,0.0182
HD 153950 b,499.4,2.74209,1.28031,49.5295,1.12,1.15135,6076,-0.01
Kepler-69 b,13.722341,0.0168702,0.104565,,0.81,0.93,5638,-0.29
Kepler-27 c,31.3309,0.0793989,0.168484,,0.65,0.59,5400,0.41
Kepler-1434 b,8.05333618,0.00422224,0.0894052,680,1.47,2.04,6291,0.19
HD 16141 b,75.523,0.249652,0.355656,38.956,1.052,2.05,5793.95,0.170315
Kepler-221 c,5.690586,0.0256819,0.0623799,,,0.821,5243,
WASP-97 b,2.07276,1.32,0.0330527,,1.12,1.06,5640,0.23
Kepler-7 b,4.885525,0.437758,0.0622369,,1.347,1.843,5933,0.11
HIP 91258 b,5.0505,1.068,0.0566534,44.9,0.95,1,5519,0.23
Kepler-486 b,30.36044667,0.7621,0.176071,428,0.79,0.75,4926,-0.04
WASP-24 b,2.3412127,1.091,0.0365155,,1.184,1.331,6075,
HAT-P-29 b,5.723186,0.779004,0.0666842,322,1.207,1.224,6087,0.21
Kepler-38 b,105.595,0.0621296,0.429659,,0.949,1.757,5623,-0.11
Kepler-546 b,4.14702026,0.204677,0.0523044,896,1.11,1.15,5967,0.14
HD 204313 d,2831.6,1.60642,3.94498,47.4834,1.02,,5767,0.18
PSR B1257+12 B,66.5419,0.0135305,0.321369,,,,,
Kepler-147 b,12.610584,0.0125754,0.10603,,,1.468,6012,
HD 50554 b,1224,4.39876,2.26097,29.9133,1.025,1.25271,5928.79,-0.0658389
HD 11964 c,37.910254,0.0770689,0.226601,32.8515,1.08,1.76025,5372,0.14
Kepler-1044 b,6.77408868,0.021778,0.0718867,1507,1.08,1.11,5985,0.04
Kepler-79 d,52.09059,0.0189,0.272969,,,1.403,6189,
Kepler-344 c,125.596809,0.0260126,0.490824,,,0.976,5774,
HD 13189 b,471.6,7.12332,1.25186,1851.85,1.17,32.3233,4337,-0.39
HD 60532 b,201.3,1.0348,0.759258,25.2972,1.44,2.35065,6095,-0.26
Kepler-1321 b,11.12830484,0.0802404,0.0794372,547,0.54,0.53,4094,-0.45
Kepler-570 b,4.301662,0.0191406,0.0505272,642,0.93,0.9,5496,0.06
Kepler-1151 b,65.6478424,0.0166923,0.305198,763,0.88,0.85,5470,-0.11
HAT-P-11 b,4.8878162,0.0825354,0.0525443,37.4672,0.81,0.75,4780,0.31
Kepler-406 b,2.42629,0.0199792,0.0361437,,1.07,1.07,5538,0.18
Kepler-171 b,4.166972,0.0178911,0.0506781,,,0.839,5642,
Kepler-627 b,40.6994443,0.0434306,0.252724,1143,1.3,1.49,6424,0.05
Kepler-330 b,8.25978,0.00829825,0.0799685,,,0.722,5117,
HD 104067 b,55.806,0.185935,0.264333,21.0659,0.791,0.858425,4969,-0.06
Kepler-1452 b,42.913751,0.0222358,0.268995,974,1.41,2.06,6101,0.14
Kepler-229 b,6.252972,0.0165098,0.0664249,,,0.728,5120,
Kepler-638 b,6.07972888,0.0134548,0.0624727,426,0.88,0.93,5382,0.04
Kepler-144 c,10.104665,0.00829825,0.0914719,,,1.235,6075,
Kepler-1372 b,1.31155557,0.00668223,0.023292,1161,0.98,0.97,5677,0.05
Kepler-758 e,8.1934719,0.0124263,0.083574,1353,1.16,1.42,6228,-0.1
HD 20794 b,18.315,0.00848679,0.120738,6.04339,0.7,1.22683,5401,-0.4
Kepler-94 b,2.50806,0.0341063,0.033677,,0.81,0.76,4781,0.34
Kepler-115 c,8.990889,0.0208911,0.0846204,,,1.205,5979,
Kepler-320 c,17.934937,0.00871939,0.134093,,,1.108,6435,
Kepler-1478 b,26.0840594,0.0127496,0.174395,1405,1.04,1.06,5904,0.03
HD 195019 b,18.20132,3.57989,0.136688,38.5208,1.025,1.34728,5788.16,0.0679703
Kepler-274 c,33.197861,0.0135483,0.202153,,,1.007,6023,
Kepler-1627 b,7.20283653,0.0421671,0.0696812,311,0.87,0.84,5445,-0.1
GJ 832 b,3657,0.684002,3.56153,4.95368,0.45,,,-0.4
Kepler-889 b,3.744439,0.00392895,0.0492984,513,1.14,1.25,5961,0.19
Kepler-26 e,46.827915,0.0186399,0.254259,,,0.571,4486,
GJ 667 C b,7.1999,0.0174951,0.0504277,7.23589,0.33,,3350,-0.55
Kepler-254 d,18.746477,0.0196646,0.138108,,,0.91,5957,
Kepler-592 b,2.82019241,0.0183949,0.0395795,1034,1.04,1.04,5913,-0.03
CoRoT-19 b,3.89713,1.10792,0.0516604,770.001,1.21,1.65,6090,-0.02
Kepler-264 b,40.806231,0.0333072,0.231966,,,1.55,6158,
Kepler-604 b,25.85501786,0.020755,0.172254,981,1.02,1.03,5890,-0.02
Kepler-557 b,3.70598955,0.021778,0.048527,1126,1.11,1.16,6068,0.02
Kepler-1237 b,84.5733226,0.024536,0.369378,1121,0.94,0.9,5472,0.12
Kepler-122 c,12.465988,0.115399,0.105218,,,1.216,6050,
Kepler-142 b,2.024152,0.014692,0.0313162,,,1.269,5790,
alpha Ari b,380,1.71662,1.1296,20.1776,1.33,13.7883,4513,-0.16
Kepler-1450 b,54.5094166,0.0126737,0.251,490,0.71,0.68,4524,-0.02
Kepler-148 d,51.84688575,0.428344,0,0,0,0.85,5272,0.143
Kepler-1148 b,1.10446351,0.0125233,0.0194926,682,0.81,0.77,5054,-0.02
Kepler-240 c,7.953528,0.0165098,0.0779794,,,0.739,4985,
Kepler-545 b,13.24934059,0.0220818,0.111023,831,1.04,1.07,5882,0.03
61 Vir b,4.215,0.016075,0.05006,8.55505,0.942,0.978547,5571,0.05
Kepler-298 b,10.475464,0.014454,0.0936962,,,0.582,4465,
HD 210702 b,354.29,1.86459,1.17218,54.9451,1.71,5.17,5000,0.04
Kepler-1299 b,19.9400874,0.0265453,0.140972,1352,0.94,0.91,5609,-0.01
Kepler-1564 b,18.0540381,0.0109866,0.131467,872,0.93,0.9,5528,0.03
Kepler-363 d,11.932125,0.0151834,0.102192,,,1.485,5593,
HAT-P-4 b,3.056536,0.671507,0.0443853,313.48,1.248,1.596,5860,0.24
Kepler-1414 b,3.51576315,0.00609283,0.0420065,534,0.8,0.75,4951,-0.02
Kepler-485 b,3.2432598,1,0.0438587,1173,1.07,1.09,5958,0.04
HAT-P-21 b,4.124481,4.07833,0.0494951,254,0.947,1.105,5588,0.01
Kepler-398 d,6.83437001,0.00189081,0,0,0,0.61,4493,-0.046
Kepler-1180 b,16.8601286,0.0147338,0.132431,1284,1.09,1.14,6077,0
Kepler-1388 b,12.2854603,0.020755,0.0893266,492,0.63,0.61,4098,0.02
Kepler-215 d,30.864423,0.0184218,0.192566,,,1.027,5739,
Kepler-579 b,9.66857723,0.0147338,0.0885238,663,0.99,0.96,5636,0.13
Kepler-232 c,11.379349,0.0463015,0.0990113,,,0.968,5847,
Kepler-1009 b,11.35011917,0.0162741,0.0829006,281,0.59,0.57,4027,-0.12
Kepler-346 b,6.511127,0.0216742,0.0682408,,,1.021,6033,
Kepler-330 c,15.955387,0.0143757,0.124035,,,0.722,5117,
Kepler-1233 b,45.1263042,0.0208973,0.260643,1281,1.16,1.25,6198,0.02
Kepler-1416 b,1.49514952,0.00189081,0.0263353,807,1.09,1.15,6019,0.03
alpha Cen B b,3.2357,0.00354639,0.0418506,1.25483,0.934,0.91,5214,0.3
Kepler-1183 b,28.5057189,0.0240196,0.182625,1378,1,0.99,5765,0.04
mu Ara b,643.25,1.74552,1.5273,15.5111,1.147,1.25035,5784.28,0.292921
TYC 1422-614-1 c,559.3,10,1.39588,759,1.15,6.85,4806,-0.2
Kepler-1109 b,37.6467384,0.0163773,0.223437,797,1.05,1.06,5893,0.04
Kepler-830 b,11.29695137,0.0125983,0.10078,1122,1.07,1.11,6037,-0.02
WASP-45 b,3.1260876,1.00657,0.0405459,,0.909,0.945,5140,
Kepler-916 b,32.2968798,0.0129801,0.188012,769,0.85,0.81,5248,-0.05
Kepler-725 b,39.64317811,0.623509,0.218045,778,0.88,0.84,5363,-0.01
Kepler-428 b,3.52563254,1.27,0.0432987,720,0.87,0.8,5150,0.09
Kepler-1171 b,1.44259224,0.0203354,0.0291019,615,1.58,1.95,7044,-0.01
Kepler-1093 c,89.722292,0.0144664,0.408538,848,1.13,1.2,6166,-0.01
HD 73526 c,377.8,2.4209,1.02831,100.705,1.014,1.45542,5583.74,0.249696
HD 108341 b,1129,3.4773,2.00715,49.4,0.843,0.79,5122,0.04
Kepler-1330 b,10.10769068,0.0122275,0.090566,939,0.97,0.94,5608,0.08
Kepler-382 c,12.162701,0.011856,0.103505,,,0.945,5600,
Kepler-667 b,41.43962808,0.0739707,0.227107,907,0.91,0.87,5327,0.15
Kepler-495 b,3.41303622,0.09114,0.0421891,630,0.86,0.83,5346,-0.07
Kepler-333 c,24.08821,0.00422638,0.163234,,,0.534,4259,
Kepler-17 b,1.4857108,2.47943,0.0267923,800,1.16,1.05,5781,0.26
14 Her b,1773.4,5.21486,2.93362,17.5716,1.066,0.912364,5387.61,0.459932
HAT-P-33 b,3.474474,0.763256,0.0499317,387,1.375,1.637,6446,0.05
Kepler-692 b,21.81293494,0.028747,0.147513,1000,0.9,0.86,5440,-0.01
Kepler-1223 b,16.301259,0.00590412,0.116802,455,0.8,0.75,4870,0.04
Kepler-1232 b,26.7839183,0.014205,0.170393,740,0.92,0.89,5471,0.06
Kepler-805 b,30.8638931,0.0250657,0.204059,657,1.19,1.65,6112,-0.06
Kepler-166 c,34.260281,0.0183139,0.206443,,,0.742,5413,
Kepler-1398 b,2.78815679,0.00197713,0.040381,793,1.13,1.18,6126,0.01
Kepler-1629 b,3.87595807,0.00117254,0.0484507,390,1.01,1.01,5776,0.05
Kepler-835 b,11.41909375,0.0235163,0.101821,2011,1.08,1.11,5954,0.08
Kepler-992 b,20.16034462,0.0120821,0.134576,268,0.8,0.74,4944,-0.04
Kepler-1420 b,6.69960006,0.00688654,0.0650994,923,0.82,0.79,5187,-0.1
OGLE-05-169L b,3300,0.04,2.7,2700,0.49,,,
HIP 79431 b,111.7,2.11299,0.358346,14.3968,0.49,,3191,0.4
Kepler-562 b,18.00931444,0.0903378,0.13125,822,0.93,0.9,5575,-0.04
Kepler-1476 b,10.35863224,0.0123746,0.0923741,1218,0.98,0.96,5663,0.06
Kepler-870 b,21.3587621,0.0233514,0.151158,1231,1.01,1.02,5857,-0.01
Kepler-1155 b,33.469743,0.0150076,0.205268,987,1.03,1.03,5842,0.04
HD 171238 b,1523,2.60901,2.54268,50.2765,0.943,1.05059,5467,0.17
Kepler-1292 b,3.27646405,0.0133743,0.0424409,1406,0.95,0.93,5556,0.08
Kepler-1410 b,60.866168,0.0131362,0.2596,367,0.63,0.6,4092,0.01
Kepler-272 c,6.057342,0.0131908,0.0650321,,,0.929,5297,
Kepler-157 c,13.5405,0.0168894,0.111181,,,1.044,5774,
HIP 5158 b,345.72,1.42633,0.887919,41.1862,0.78,0.986271,4962,0.1
Kepler-661 b,6.02930132,0.0281267,0.0575639,558,0.7,0.67,4483,-0.05
Kepler-308 c,15.38231,0.0161415,0.121047,,,0.941,5895,
WASP-46 b,1.43037,2.10232,0.0244921,,0.956,0.917,5620,-0.37
Kepler-800 b,14.13176026,0.0243624,0.108362,1049,0.85,0.82,5315,-0.09
Kepler-157 b,1.732342,0.00769114,0.028229,,,1.044,5774,
Kepler-1268 b,40.9903986,0.0150076,0.237227,1406,1.06,1.09,5904,0.05
Kepler-1034 b,12.12400943,0.017125,0.0970652,706,0.83,0.8,5198,-0.06
Kepler-475 b,3.10550819,0.0195285,0.0396151,280,0.86,0.79,5009,0.21
Kepler-1541 b,8.40691199,0.00485109,0.0769479,414,0.86,0.81,5282,-0.04
GJ 849 b,1882,0.830886,2.35317,9.09587,0.49,,,0.16
Kepler-587 b,10.94027841,0.0167991,0.093804,852,0.92,0.89,5549,-0.05
WASP-84 b,8.5234865,0.69431,0.0771322,125,0.842,0.748,5300,0
Kepler-52 d,36.445171,0.0143757,0.215129,,,0.556,4263,
Kepler-1190 b,10.45843441,0.00796813,0.0854126,384,0.76,0.72,4730,-0.02
Kepler-197 c,10.349695,0.00604207,0.0929448,,,1.12,6004,
Kepler-599 b,15.65562652,0.0241903,0.115101,627,0.83,0.79,5127,-0.02
Kepler-163 b,7.810937,0.00347154,0.0770446,,,0.917,5776,
Kepler-121 c,41.008011,0.0171819,0.23273,,,0.701,5311,
Kepler-191 b,9.939632,0.00809262,0.0904732,,,0.789,5282,
Kepler-123 b,17.232366,0.0258466,0.130568,,,1.264,6089,
Kepler-1123 b,4.33946454,0.0123746,0.0508228,796,0.93,0.9,5500,0.05
Kepler-320 b,8.371554,0.00464108,0.0806883,,,1.108,6435,
HAT-P-1 b,4.4652934,0.532369,0.0553326,155.279,1.133,1.135,5975,0.13
Kepler-186 f,129.9459,0.00421308,0.392576,151,0.478,0.472,3788,-0.28
Kepler-1025 b,37.3229493,0.014644,0.22494,716,1.09,1.13,6089,-0.03
Kepler-201 b,25.672083,0.0192003,0.170313,,,1.229,6065,
OGLE2-TR-L9 b,2.4855335,4.57442,0.0413279,,1.52,1.53,6933,0
Kepler-54 b,8.0109434,0.015593,0.0626016,,0.51,0.5,3705,
Kepler-973 b,49.6077331,0.0144664,0.251269,297,0.86,0.78,5213,-0.06
Kepler-355 c,25.762294,0.0223552,0.170712,,,1.066,6184,
Kepler-1472 b,38.1312831,0.014034,0.232959,1269,1.16,1.25,6159,0.03
Kepler-1135 b,76.957857,0.0136174,0.3493,728,0.96,0.94,5656,0.02
Kepler-375 c,19.986326,0.0215411,0.144132,,,0.837,5826,
Kepler-1209 b,25.369115999999998,0.0121297,0.181042,558,1.23,1.38,6210,0.12
Kepler-1019 b,1.41122985,0.0107116,0.0218627,198,0.7,0.67,4433,0.01
Kepler-484 b,10.04556931,0.0172355,0.0898835,377,0.96,0.87,5668,-0.1
Kepler-137 b,8.436387,0.0110268,0.0811044,,,0.802,5187,
Kepler-85 d,17.91323,0.00554835,0.133985,,,0.893,5436,
Kepler-1456 b,18.1373829,0.00468851,0.116426,379,0.64,0.62,4231,-0.09
Kepler-224 c,5.925003,0.0290307,0.0640814,,,0.676,5018,
GJ 3341 b,14.207,0.0208212,0.0892579,,0.47,0.439,3526,-0.09
Kepler-1290 b,4.69500134,0.00991268,0.0539434,1321,0.95,0.93,5660,-0.02
Kepler-962 b,12.05707239,0.0145548,0.100445,439,0.93,0.86,5478,0.01
WASP-22 b,3.53269,0.559059,0.0468682,303.03,1.1,1.13,6000,-0.05
Kepler-468 b,38.47875707,1,0.220045,474,0.96,0.87,5498,0.1
Kepler-640 b,22.24813967,0.0203354,0.155326,538,1.01,0.94,5653,0.15
Kepler-503 b,7.25844721,0.145002,0.073611,888,1.01,1.01,5754,0.09
WASP-2 b,2.1522254,0.908659,0.0312729,165.837,0.88,0.84,5200,0.1
Kepler-392 b,5.341853,0.00291583,0.0598046,,,1.129,5938,
Kepler-247 c,9.439452,0.0548224,0.087412,,,0.768,5100,
Kepler-1076 b,6.14727918,0.00129651,0.0607115,199,0.79,0.74,4868,-0.01
HD 164922 b,1155,0.357927,2.10091,22.119,0.927,0.899472,5385.36,0.170081
Kepler-271 b,5.217738,0.00192504,0.0588746,,,0.88,5524,
Kepler-30 c,60.3231,2.01385,0.300013,,0.99,0.95,5498,0.18
Kepler-190 c,3.763024,0.0107805,0.0473476,,,0.795,5106,
tau Gru b,1311,1.2147,2.51797,32.6158,1.238,1.54911,5999.24,0.24386
WASP-34 b,4.3176782,0.583354,0.0520747,120,1.01,0.93,5700,-0.02
Kepler-397 c,135.498527,0.100676,0.516293,,,0.767,5307,
HD 96063 b,361.1,1.14167,1.11312,158,1.41,3.66196,5131,-0.2
Kepler-490 b,3.26869515,1,0.0442246,1249,1.08,1.12,6045,-0.02
Kepler-1466 b,31.1750448,0.0115843,0.194499,686,1.01,1.02,5884,-0.07
Kepler-630 b,161.4743937,0.0302544,0.584174,657,1.02,1.04,5829,0.03
Kepler-423 b,2.68432848,1,0.038671,,1.07,0.99,5790,0.26
HAT-P-22 b,3.21222,2.15137,0.0414094,82.0001,0.916,1.04,5302,0.24
51 Eri b,,,,29.4291,1.75,,,
Kepler-1374 b,10.65276707,0.0173469,0.0897541,1135,0.85,0.81,5323,-0.13
Kepler-1041 b,24.7576421,0.0257931,0.169505,979,1.06,1.08,5957,0.01
WASP-28 b,3.40883,0.907,0.0446486,410,1.021,1.094,6150,-0.29
Kepler-221 b,2.795906,0.0126401,0.0388408,,,0.821,5243,
CoRoT-7 b,0.85359163,0.014,0.0171898,149.925,0.93,0.87,5275,0.05
Kepler-1418 b,22.4764425,0.0123008,0.142864,499,0.77,0.72,4770,0
HD 5608 b,792.6,1.47372,1.98519,56.3698,1.66,5.5,4911,0.12
Kepler-584 b,35.1810304,0.0583181,0.221415,1445,1.17,1.24,6195,0.02
Kepler-733 b,20.83424726,0.0240196,0.143067,980,0.9,0.86,5418,0.01
Kepler-172 e,35.118736,0.0230631,0.209877,,,1.085,5526,
Kepler-1200 b,1.11854972,0.00364938,0.0190745,579,0.74,0.7,4612,0.04
Kepler-178 b,9.576694,0.025195,0.0882572,,,1.066,5676,
Kepler-1207 b,13.68237119,0.0120821,0.114152,946,1.06,1.06,5909,0.05
Kepler-147 c,33.416423,0.0188614,0.203039,,,1.468,6012,
Kepler-1096 b,2.89221751,0.00628541,0.0345893,344,0.66,0.63,4306,-0.1
Kepler-1491 b,16.5861762,0.0121297,0.127283,1312,1,0.99,5728,0.06
HATS-1 b,3.446459,1.86507,0.0444708,303,0.986,1.038,5870,-0.06
Kepler-1559 b,0.97191543,0.00090084,0.018261,580,0.86,0.82,5316,-0.04
Kepler-378 c,28.906009,0.00082692,0.184331,,,0.671,4661,
HD 80606 b,111.4367,3.89054,0.447343,58.4795,0.958,0.98,5572.51,0.342509
Kepler-471 b,5.01423457,1,0.0654845,1373,1.49,1.8,6733,0.07
Kepler-158 b,16.709184,0.0157841,0.127912,,,0.624,4623,
Kepler-1511 b,23.2382792,0.0124487,0.167934,897,1.17,1.29,6064,0.14
Kepler-45 b,2.455239,0.511499,0.0298817,333,0.59,0.55,3820,0.13
Kepler-68 b,5.398763,0.026183,0.0617749,135,1.079,1.243,5793,0.12
Kepler-1195 b,8.49642241,0.0154788,0.0737068,812,0.74,0.71,4965,-0.25
Kepler-665 b,16.01310205,0.0208973,0.114939,651,0.79,0.74,4913,-0.03
Kepler-950 b,98.7180406,0.305222,0.420795,1489,1.02,1.02,5857,0.02
Kepler-308 b,9.694928,0.0157841,0.0889821,,,0.941,5895,
WASP-78 b,2.17517656,0.883997,0.0361391,550,1.33,2.2,6100,-0.35
Kepler-108 c,190.323494,0.224011,0.647542,,,2.192,5854,
HD 86264 b,1475,6.62738,2.84117,68.7758,1.4,1.49917,6326,0.256
Kepler-942 b,44.96417488,0.0158698,0.230681,218,0.81,0.75,4861,0.09
Kepler-266 c,107.723601,0.0481581,0.443078,,,1.028,5885,
Kepler-1094 b,78.1000231,0.0302544,0.373544,1371,1.14,1.21,6112,0.06
Kepler-1194 b,16.22371307,0.0121297,0.122862,616,0.94,0.92,5590,0
8 UMi b,93.4,1.52093,0.490206,160,1.8,9.9,4847.4,-0.03
Kepler-1291 b,8.63043276,0.0123008,0.0776941,982,0.84,0.8,5216,-0.04
Kepler-239 c,56.228098,0.019783,0.287238,,,0.763,4914,
Kepler-524 b,7.97419807,0.014034,0.0803909,730,1.09,1.1,6014,0.02
HD 82943 c,219.3,1.58936,0.742283,27.4725,1.133,1.09738,5997.1,0.265406
Kepler-205 c,20.306546,0.0121773,0.145668,,,0.546,4321,
Kepler-319 b,4.362705,0.0121124,0.0522529,,,0.903,5526,
Kepler-162 c,19.446355,0.0273861,0.141525,,,0.958,5816,
Kepler-126 c,21.869741,0.0117926,0.153051,,,1.358,6239,
HD 216536 b,148.6,1.48058,0.608531,,1.36,12.5,4639,-0.17
Kepler-728 b,5.74347727,0.0335331,0.0617018,1236,0.95,0.93,5660,-0.03
Kepler-384 c,45.348269,0.00450004,0.248874,,,0.882,5577,
Kepler-669 b,4.12554687,0.0772573,0.0527424,1778,1.15,1.2,6038,0.14
Kepler-1046 b,14.37508035,0.0126737,0.117226,518,1.04,1.04,5913,0
iota Hor b,302.8,2.04683,0.92376,17.1674,1.145,1.21047,6097.36,0.111272
Kepler-716 b,10.37168453,0.0252452,0.0874713,675,0.83,0.78,5099,0
HD 37124 d,1862,0.68665,2.80658,33.67,0.85,0.772275,5500.24,-0.441617
Kepler-853 b,7.16892463,0.0125233,0.0794128,610,1.3,1.55,6350,0.07
Kepler-690 b,7.74809437,0.118744,0.0793434,1653,1.11,1.16,5913,0.19
Kepler-1500 b,15.0330105,0.00553813,0.119208,904,1,1,5845,-0.05
Kepler-1316 b,87.9732136,0.0383032,0.392209,753,1.04,1.12,5884,0.03
Kepler-921 b,51.300634,0.0247111,0.263744,847,0.93,0.91,5663,-0.12
HD 192263 b,24.3556,0.639382,0.152945,19.3162,0.804,0.7401,4975.16,0.0543197
K2-3 c,24.6454,0.0129801,0.139869,45,0.601,0.561,3896,-0.32
HD 204313 b,1920.1,3.50088,3.07131,47.3709,1.045,1.12584,5767,0.18
Kepler-1079 b,13.24503188,0.0120821,0.112404,481,1.08,1.36,5758,0.21
Kepler-771 b,8.73485836,0.0133743,0.0838281,1000,1.03,1.05,5906,0.01
Kepler-212 c,31.805174,0.0227766,0.196459,,,1.455,5852,
Kepler-53 c,38.5583038,0.0299365,0.221868,,0.98,0.89,5858,
Kepler-707 b,2.23749275,0.00796813,0.0310798,626,0.8,0.76,5099,-0.12
Kepler-1211 b,11.01816836,0.0201979,0.0955953,1486,0.96,0.94,5705,-0.08
Kepler-321 b,4.915379,0.0130508,0.0565776,,,1.194,5740,
Kepler-1442 b,81.4162941,0.0495748,0.405305,525,1.34,1.44,6394,0.26
Kepler-402 d,8.921099,0.00893492,0.0841819,,,1.264,6090,
Kepler-339 d,10.558345,0.00508144,0.0941898,,,0.802,5631,
Kepler-407 b,0.6693109,0,0.0149747,,1,0.1,5476,0.33
Kepler-756 b,1.22486632,0.00437411,0.0209702,852,0.82,0.79,5282,-0.19
TrES-3 b,1.30619,1.91,0.0227178,245.098,0.915,0.812,5650,-0.19
Kepler-188 b,2.061897,0.0124398,0.0317043,,,1.141,6021,
HIP 14810 b,6.673859,3.87441,0.0692271,53.4474,0.99,1.31998,5485,0.23
Kepler-695 b,3.04033042,0.542157,0.0387537,620,0.84,0.8,5181,-0.01
Kepler-10 c,45.29485,0.054117,0.239656,173,0.895,1.056,5627,-0.15
HD 90156 b,49.77,0.0565295,0.249855,22.3514,0.84,0.920961,5599,-0.24
Kepler-786 b,53.5293487,0.0188877,0.259117,512,0.81,0.74,4838,0.09
Kepler-259 c,36.924931,0.0222169,0.217013,,,0.898,5938,
Kepler-444 b,3.6001053,0.000134008,0.0419153,35.7,0.758,0.752,5046,-0.55
Kepler-550 b,8.60010411,0.0642153,0.078424,563,0.87,0.83,5322,-0.02
Kepler-304 d,9.653471,0.0229193,0.0887283,,,0.687,4731,
Kepler-150 e,30.826557,0.0290307,0.192408,,,0.939,5560,
Kepler-218 c,44.699576,0.029411,0.246495,,,1.063,5502,
Pr 211 b,2.1451,1.84394,0.0320419,170,0.952,0.868,5326,0.187
Kepler-203 b,3.162697,0.0205131,0.0421675,,,1.114,5821,
Kepler-981 b,4.46975774,0.0175728,0.0527478,913,0.98,0.96,5718,0.01
Kepler-6 b,3.234723,0.669376,0.0456089,,1.209,1.391,5647,0.34
Kepler-501 b,5.64067757,0.060903,0.0626287,1044,1.03,1.04,5904,-0.03
Kepler-244 d,20.050401,0.0175824,0.14444,,,0.803,5554,
24 Sex c,910,1.51716,2.24032,77.4593,1.81,3.92062,5069,-0.01
Kepler-358 b,34.060467,0.0224946,0.20564,,,0.954,5908,
Kepler-373 c,16.725948,0.00621274,0.127997,,,0.845,5787,
HATS-13 b,3.0440499,0.542398,0.0405861,476,0.962,0.887,5523,0.05
Kepler-466 c,3.70921385,0.00648186,0.0475122,436,1.04,1.05,5927,-0.01
Kepler-1074 b,5.94566534,0.00648186,0.054174,245,0.6,0.57,4002,-0.06
Kepler-807 b,117.93108781,0.564429,0.476837,1312,1.04,1.06,5965,-0.04
HD 60532 c,604,2.46312,1.57999,25.2972,1.44,2.35065,6095,-0.26
Kepler-299 b,2.927128,0.00769114,0.0400468,,,1.032,5617,
Kepler-939 b,14.878296,0.0129028,0.11345,1029,0.88,0.85,5471,-0.12
