NAME,PER,MASS,SEP,DIST,MSTAR,RSTAR,TEFF,FE
Kepler-445 d,8.15275,0.00688654,0.044761,90,0.18,0.21,3157,0.27
Kepler-603 b,21.05358596,0.0214793,0.149715,967,1.01,1.01,5808,0.03
Kepler-364 c,59.980627,0.0160511,0.29988,,,1.284,6108,
Kepler-299 e,38.285489,0.0137681,0.222312,,,1.032,5617,
Kepler-1075 b,1.52372816,0.00991268,0.0213603,265,0.56,0.54,3959,-0.17
K2-25 b,3.484552,0.0355731,0.0299103,45.7,0.294,0.295,3180,0.15
Kepler-902 b,40.1099547,0.0201979,0.225432,904,0.95,0.93,5647,0
CoRoT-23 b,3.6313,3.0853,0.0483417,599.988,1.14,1.61,5900,0.05
Kepler-1158 b,13.5396293,0.017919,0.124667,1258,1.41,1.95,6203,0.18
Kepler-387 c,11.837549,0.00192504,0.101652,,,1.046,5774,
Kepler-821 b,1.92279873,0.00752338,0.0285532,619,0.84,0.8,5191,-0.03
Kepler-684 b,6.77030201,0.0340314,0.0673713,1066,0.89,0.86,5493,-0.11
Kepler-54 d,20.995694,0.0125754,0.148945,,,0.554,4252,
Kepler-1082 b,1.5432066,0.00437411,0.0263938,628,1.03,1.14,5923,-0.06
Kepler-1474 b,36.4333452,0.0161718,0.217913,1214,1.04,1.04,5870,0.04
WASP-39 b,4.055259,0.284338,0.0485835,230,0.93,0.895,5400,-0.12
Kepler-102 e,16.1457,0.0280968,0.116059,,0.8,0.74,4903,0.08
Kepler-1463 b,25.15864,0.0136995,0.165763,1341,0.96,0.95,5679,0
Kepler-219 b,4.585512,0.0260126,0.0540172,,,1.491,5786,
Kepler-1377 b,0.74092842,0.00648186,0.015239,1019,0.86,0.82,5218,0.05
Kepler-549 c,117.040498,0.0256089,0.448737,648,0.88,0.84,5360,-0.03
GJ 876 b,61.1166,1.9469,0.208098,4.68867,0.32,,,0.37
Kepler-984 b,43.0342272,0.0157709,0.237086,461,0.96,0.93,5610,0.04
Kepler-385 b,10.043686,0.022635,0.0911035,,,1.126,6326,
Kepler-374 b,1.897806,0.00324127,0.0299991,,,0.911,5977,
Kepler-296 e,34.142347,0.0129124,0.205969,,,0.557,4249,
HD 164509 b,282.4,0.480333,0.877542,51.9999,1.13,1.05601,5922,0.21
HD 9446 b,30.052,0.698769,0.189213,52.356,1,0.919448,5793,0.09
HD 18742 b,772,2.8638,1.97816,135,1.73,5.60612,5016,-0.15
Kepler-255 b,5.714606,0.011604,0.0625553,,,0.933,5573,
Kepler-636 b,16.08066115,0.0652266,0.118109,341,0.85,0.8,5203,-0.02
Kepler-197 b,5.599308,0.00313003,0.061711,,,1.12,6004,
Kepler-183 c,11.637071,0.0171819,0.100501,,,0.958,5888,
Kepler-745 b,9.93143556,0.0161718,0.0916134,1199,1.04,1.04,5849,0.06
Kepler-517 b,60.92832271,0.021778,0.297893,284,0.95,0.98,5690,-0.06
Kepler-232 b,4.431222,0.0282863,0.0527986,,,0.968,5847,
Kepler-345 c,9.387427,0.00554835,0.0870905,,,0.623,4504,
WASP-80 b,3.0678504,0.551763,0.0344696,60,0.58,0.571,4145,-0.14
HD 167042 b,420.77,1.63682,1.29371,50.226,1.63,4.21565,5028,0.03
Kepler-1373 b,1.29123275,0.00485109,0.0247968,1112,1.22,1.33,6299,0.03
Kepler-152 b,18.207973,0.0235009,0.135451,,,0.724,5088,
Kepler-743 b,3.17926292,0.00571923,0.0414509,258,0.94,0.85,5486,0.01
HD 69830 b,8.6669998,0.0316488,0.0781916,12.4938,0.849,0.921634,5360,-0.0604105
Kepler-983 b,60.0855082,0.0181548,0.312713,655,1.13,1.08,6052,0.12
Kepler-8 b,3.52254,0.585742,0.0483278,1330,1.213,1.486,6213,-0.055
Kepler-1014 b,16.57110363,0.0183949,0.121899,672,0.88,0.84,5388,-0.06
Kepler-336 d,20.678772,0.0182069,0.147443,,,1.304,5867,
Kepler-646 b,15.87364565,0.0147338,0.120657,513,0.93,0.91,5634,-0.07
Kepler-1272 b,51.1309704,0.0181548,0.274894,896,1.06,1.09,5926,0.06
Kepler-353 c,8.410894,0.00893492,0.0809409,,,0.504,3903,
HD 114762 b,83.9151,11.6351,0.362932,38.6548,0.894578,0.859205,5952.51,-0.653141
Kepler-154 b,33.040532,0.0170837,0.201514,,,1.001,5690,
Kepler-804 b,14.37457351,0.0142915,0.116085,648,1.01,1.05,5817,0
61 Vir c,38.021,0.0333747,0.216926,8.55505,0.942,0.978547,5571,0.05
HD 45652 b,43.6,0.468448,0.227878,34.3525,0.83,1.13465,5312,0.29
Kepler-1244 b,3.70428172,0.00819664,0.0531529,764,1.46,1.77,6680,0.05
Kepler-1386 b,6.73972381,0.00628541,0.0702913,838,1.02,1.03,5733,0.11
Kepler-978 b,49.6221509,0.0267373,0.270303,624,1.07,1.09,6002,-0.01
Kepler-1404 b,15.9314739,0.0148244,0.116915,946,0.84,0.8,5261,-0.09
Kepler-735 b,11.51516988,0.0259788,0.0945351,790,0.85,0.8,5107,0.07
Kepler-237 c,8.103636,0.015437,0.0789575,,,0.725,4861,
HAT-P-14 b,4.627669,2.23603,0.0606258,204.918,1.386,1.468,6600,0.11
Kepler-972 b,7.03932553,0.0714653,0.0753112,1304,1.15,1.22,6146,0.04
Kepler-317 c,8.77501,0.0127076,0.0832604,,,0.941,5497,
Kepler-1572 b,5.49548621,0.00235177,0.0603302,600,0.97,0.95,5618,0.08
Kepler-301 d,13.751243,0.0129124,0.112331,,,0.9,5815,
Kepler-1363 b,2.94194094,0.00648186,0.0366691,559,0.76,0.72,4839,-0.09
Kepler-148 c,4.180043,0.0397965,0.050784,,,0.851,5272,
Kepler-49 d,2.576549,0.0119197,0.0367817,,,0.559,4252,
Kepler-668 b,8.35390639,0.0222358,0.07692,877,0.87,0.82,5352,-0.06
Kepler-1013 b,18.93054959,0.0160703,0.129582,433,0.81,0.76,4954,0.04
Kepler-796 b,6.40087618,0.00730709,0.0658558,377,0.93,1.09,5475,0.09
Kepler-1634 b,374.876239,0.0304768,0.989603,654,0.92,0.89,5474,0.02
HIP 105854 b,184.2,8.2,0.812352,80.84,2.1,7.73738,4780,0.31
Kepler-169 b,3.250619,0.00450004,0.0429455,,,0.763,4997,
WASP-66 b,4.086052,2.31346,0.0546221,380,1.3,1.75,6600,-0.31
HD 73256 b,2.5485799,1.86902,0.0371348,37.7644,1.05,1.21851,5636,0.26
Kepler-1427 b,0.96897238,0.00407386,0.0192274,1220,1.01,1.01,5793,0.06
Kepler-303 c,7.061149,0.00464108,0.0720317,,,0.485,3944,
Kepler-1274 b,6.98152703,0.00991268,0.0809151,609,1.45,2.17,6179,0.11
Kepler-1032 b,3.29011795,0.0137822,0.0396806,607,0.77,0.71,4647,0.16
Kepler-168 b,4.425391,0.0107805,0.0527522,,,1.107,6282,
Kepler-56 b,10.5034294,0.0465014,0.104248,,1.37,3.14,4931,
6 Lyn b,874.774,2.20888,2.18639,56.9476,1.82,5.49553,4978,-0.13
Kepler-238 b,2.090876,0.0127755,0.0320006,,,1.43,5751,
Kepler-151 c,24.674612,0.0155228,0.165872,,,0.83,5460,
Kepler-1487 b,7.31946363,0.0158698,0.0821396,1094,1.38,1.63,6541,0.04
Kepler-150 b,3.428054,0.00638668,0.0444944,,,0.939,5560,
HD 180314 b,396.03,22.6261,1.45528,131.406,2.6,7.38571,4917,0.2
HD 17092 b,359.89999,4.96206,1.30798,108.696,2.3,11.8,4650,0.18
Kepler-780 b,0.67737516,0.00189081,0.0151449,520,1.01,1.02,5769,0.05
Kepler-353 b,5.795278,0.00192504,0.0631426,,,0.504,3903,
Kepler-931 b,8.03755877,0.00796813,0.0746773,490,0.86,0.81,5241,-0.01
Kepler-1246 b,11.32271513,0.00842926,0.0888549,435,0.73,0.69,4611,-0.03
Kepler-1169 b,6.11009134,0.00235177,0.0702714,538,1.24,1.23,6191,0.26
Kepler-1105 b,4.42157218,0.0148244,0.0470338,369,0.71,0.68,4299,0.28
HIP 57274 b,8.1352,0.0365708,0.0712798,25.9202,0.73,0.68,4640,0.09
Kepler-93 b,4.72674,0.00814901,0.0534149,,0.91,0.92,5669,-0.18
Kepler-281 c,36.337373,0.0938647,0.214705,,,0.899,5723,
WASP-94 A b,3.9501907,0.41865,0.0532427,180,1.29,1.36,6170,0.26
Kepler-236 b,8.295611,0.0117295,0.0801996,,,0.51,3750,
HD 202206 b,255.87,16.8244,0.811776,45.3309,1.074,0.985786,5787.84,0.353502
WASP-5 b,1.6284229,1.62423,0.0271923,300.03,1.01,1.026,5880,0.09
Kepler-78 b,0.35500744,0.00585,0.00914662,,0.81,0.74,5089,-0.14
Kepler-55 f,10.198545,0.011856,0.0920376,,,0.619,4503,
Kepler-314 c,5.960392,0.025195,0.0643363,,,0.95,5378,
CoRoT-2 b,1.7429935,3.27527,0.0280884,,0.97,0.902,5625,
Kepler-447 b,7.79430132,1.37,0.0769686,,1,1.05,5493,0.07
Kepler-187 c,10.640263,0.0218083,0.0946763,,,1.287,6105,
Kepler-257 c,6.581484,0.0975428,0.0687315,,,1.037,5180,
Kepler-424 c,223.3,7.03702,0.724323,,1.01,0.94,5460,0.44
Kepler-522 b,38.58422849,0.136066,0.25806,749,1.54,1.98,6392,0.41
HD 108874 c,1680.3835,1.02837,2.72021,62.6174,0.95,1.12115,5550.95,0.181867
Kepler-1615 b,47.3126192,0.015288,0.259379,940,1.04,1.05,5865,0.06
GJ 832 c,35.68,0.016749,0.162542,4.95,0.45,,3472,
Kepler-894 b,9.803224,0.0233514,0.0855774,1090,0.87,0.85,5603,-0.25
Kepler-1609 b,114.34219,0.0166923,0.487197,1483,1.18,1.27,6132,0.1
Kepler-289 b,34.543901,0.0188614,0.207581,,,1.162,5930,
Kepler-1524 b,70.9674603,0.0383032,0.353488,506,1.17,1.25,6179,0.04
Kepler-346 c,23.851549,0.0281036,0.162163,,,1.021,6033,
Kepler-1403 b,5.19492202,0.0159697,0.0607809,1801,1.11,1.15,6060,0.03
Kepler-953 b,88.40655258,0.0583181,0.381801,240,0.95,0.99,5416,0.26
Kepler-1479 b,14.53261362,0.0134548,0.116158,619,0.99,0.98,5796,-0.02
HD 200964 c,825,0.945722,2.00121,72.2022,1.57,3.80029,5082,-0.2
HD 10180 h,2248,0.206033,3.42452,39.0168,1.06,1.10851,5911,0.08
HD 33142 b,326.6,1.41137,1.09038,126,1.62,4.29546,5049,0.03
Kepler-402 e,11.242861,0.0107805,0.098218,,,1.264,6090,
HAT-P-20 b,2.875317,7.28953,0.03616,70.0001,0.756,0.694,4595,0.35
HD 7924 b,5.39792,0.0273647,0.0566417,16.8095,0.832,0.7821,5177,-0.15
Kepler-834 b,13.32388301,0.0149156,0.0976622,620,0.7,0.66,4554,-0.13
Kepler-439 b,178.1396,0.0168896,0.594654,693,0.884,0.866,5431,0.02
Kepler-1060 b,46.8779367,0.0182743,0.253589,861,0.99,0.99,5797,-0.03
Kepler-1150 b,2.78786839,0.00313024,0.0353774,373,0.76,0.72,4754,0.01
CoRoT-5 b,4.0378962,0.462537,0.0496334,,1,1.186,6100,-0.2
Kepler-1184 b,53.5991044,0.0219292,0.282775,1193,1.05,1.07,5983,-0.04
WASP-47 b,4.1591409,1.12341,0.0509676,200,1.02,1.15,5576,0.36
Kepler-194 d,52.814973,0.0185304,0.275493,,,1.025,6089,
OGLE-2011-BLG-0251 b,,0.53,2.72,2570,0.26,,,
Kepler-1566 b,0.53991524,0.00123338,0.0122438,511,0.84,0.81,5254,-0.07
Kepler-36 b,13.83989,0.0140379,0.115423,,1.071,1.626,5911,
Kepler-161 b,4.921355,0.0157841,0.0566234,,,0.806,5078,
Kepler-943 b,49.7701438,0.117824,0.258472,1239,0.93,0.91,5612,-0.07
Kepler-899 b,19.17891293,0.0219292,0.136873,1038,0.93,0.91,5595,-0.06
HAT-P-35 b,3.646706,1.05422,0.0497734,535.045,1.236,1.435,6096,0.11
HD 99109 b,439.3,0.504198,1.10806,49.9251,0.94,0.973205,5272.39,0.314846
Kepler-1347 b,14.00947528,0.00325512,0.106453,321,0.82,0.79,5193,-0.11
Kepler-649 b,29.90722674,0.017125,0.186659,525,0.97,0.94,5871,-0.17
Kepler-778 b,3.75574426,0.0124487,0.044079,899,0.81,0.77,5102,-0.09
Kepler-253 c,10.281951,0.0215411,0.0925387,,,0.786,5208,
Kepler-744 b,12.06222443,0.0120821,0.100833,486,0.94,0.93,5594,0
Kepler-5 b,3.54846,2.11663,0.0506416,,1.374,1.793,6297,0.04
Kepler-161 c,7.06424,0.0151834,0.0720527,,,0.806,5078,
HD 10647 b,1003,0.925037,2.02175,17.4338,1.095,1.18569,6104.96,-0.0775835
Kepler-675 b,2.33743801,0.0190136,0.0318646,651,0.79,0.75,4945,-0.05
Kepler-758 d,20.4966197,0.0157709,0.154009,1353,1.16,1.42,6228,-0.1
Kepler-331 b,8.457496,0.013404,0.0812396,,,0.492,4347,
Kepler-28 c,8.98597,0.0348081,0.0768547,,0.75,0.7,4590,
Kepler-600 b,23.67517607,0.0252452,0.152252,624,0.84,0.81,5279,-0.09
HATS-9 b,1.9153073,0.837,0.0304899,622,1.03,1.503,5366,0.34
Kepler-782 b,158.6853308,0.0307009,0.569779,412,0.98,1.01,5867,-0.14
Kepler-121 b,3.177422,0.0178911,0.0422983,,,0.701,5311,
Kepler-1407 b,20.0711504,0.0170154,0.149206,1275,1.1,1.15,6010,0.05
Kepler-816 b,10.50682565,0.880048,0.0906432,1059,0.9,0.85,5286,0.16
Kepler-1205 b,1.07839035,0.00965491,0.0194186,766,0.84,0.81,5226,-0.04
Kepler-1585 b,3.5827463,0.0132151,0.0448876,1269,0.94,0.91,5538,0.08
Kepler-621 b,2.62811375,0.0174594,0.0334052,389,0.72,0.68,4521,-0.02
Kepler-412 b,1.720861232,0.940391,0.0295963,1056,1.167,1.287,5750,0.27
upsilon And c,241.33335,1.91855,0.830445,13.4916,1.31,1.383,6212.65,0.152951
Kepler-170 c,16.665863,0.0245625,0.12769,,,1.035,5679,
Kepler-122 b,5.766193,0.0178911,0.0629312,,,1.216,6050,
WASP-12 b,1.09142245,1.36063,0.0225329,,1.28,1.63,6300,0.3
Kepler-148 b,1.729366,0.0132614,0.0281967,,,0.851,5272,
HD 170469 b,1145,0.668676,2.23538,62.7353,1.136,1.22117,5810,0.3
Kepler-285 b,2.633867,0.00809262,0.0373252,,,0.808,5411,
HD 88133 b,3.41587,0.296108,0.0469104,81.4332,1.18,1.94267,5438,0.33
HD 196885 b,1333,2.9439,2.54171,33.5233,1.23,1.29927,6254,0.22
24 Sex b,455.2,1.83564,1.4118,77.4593,1.81,3.92062,5069,-0.01
HD 190228 b,1136.1,5.94193,2.60478,61.6143,1.821,1.73503,5347.98,-0.180288
Kepler-333 b,12.551158,0.00769114,0.105697,,,0.534,4259,
Kepler-510 b,19.55659418,0.0192688,0.137663,378,0.91,1.41,5746,-0.35
Kepler-370 c,19.02293,0.0140679,0.139463,,,0.9,5852,
OGLE-2006-BLG-109L b,1788.5,0.727,2.30386,1510,0.51,,,
Kepler-762 b,3.7705521,1,0.0483406,1465,1.06,1.08,5944,0.02
Kepler-111 c,224.784608,0.159251,0.723521,,,1.157,5952,
Kepler-267 d,28.464515,0.0171819,0.182449,,,0.555,4258,
HD 181720 b,956,0.37199,1.84741,58.072,0.92,1.2465,5781,-0.53
55 Cnc c,44.38,0.164558,0.237305,12.3411,0.905,0.943,5196,0.314513
Kepler-1125 b,17.6700642,0.0135358,0.130519,910,0.95,0.94,5683,-0.09
Kepler-995 b,28.26731672,0.0222358,0.170669,659,0.83,0.8,5206,-0.07
HD 156411 b,842.2,0.732711,1.87545,54.7945,1.24,1.85525,5910,-0.11
Kepler-1196 b,66.1849031,0.0167991,0.318069,946,0.98,0.97,5756,0
HATS-3 b,3.547851,1.0735,0.0485119,453,1.209,1.404,6351,-0.157
Kepler-101 b,3.487691,0.115399,0.0450089,,,1.666,5570,
Kepler-536 b,1.8270823,0.028747,0.0284473,446,0.92,0.89,5524,0
Kepler-680 b,3.68992629,0.0187628,0.0479468,1342,1.08,1.11,5890,0.13
91 Aqr b,181.4,3.07016,0.688457,45.9,1.32,11,4681,0
Kepler-362 b,10.327186,0.0018494,0.0928099,,,0.722,5788,
Kepler-301 b,2.508553,0.00829825,0.0361317,,,0.9,5815,
Kepler-1126 b,108.593329,0.0127496,0.433249,668,0.92,0.93,5798,-0.26
Kepler-860 b,5.10137945,0.0313841,0.0587592,1295,1.04,1.06,5836,0.09
Kepler-403 b,7.031462,0.00638668,0.0718296,,,1.329,6090,
Kepler-676 b,11.59822172,0.0275214,0.0801169,243,0.51,0.49,3701,-0.02
Kepler-1596 b,66.373379,0.014034,0.315387,1166,0.95,0.92,5706,-0.11
Kepler-404 c,14.751166,0.0127076,0.117713,,,0.884,5654,
Kepler-279 b,12.309681,0.0403249,0.104337,,,1.746,6363,
HD 27894 b,17.990999,0.617925,0.122117,43.8789,0.75,1.20255,4875,0.3
Kepler-1256 b,12.4127754,0.0115494,0.110556,862,1.17,1.36,6129,0.05
HD 156279 b,131.05,9.7848,0.494507,36.6032,0.93,0.958138,5453,0.14
Kepler-411 c,7.83442788,0.0320836,0.07255,0,0.83,0.79,4974,0.23
Kepler-207 d,5.868075,0.032872,0.0636703,,,1.588,5920,
Kepler-502 b,4.28686431,0.0754224,0.0541085,1433,1.15,1.22,6125,0.05
Kepler-297 c,74.920137,0.117213,0.347807,,,0.915,5619,
Kepler-436 c,16.79713874,0.0178026,0.115577,618,0.73,0.7,4651,0.01
Kepler-345 b,7.415563,0.00100422,0.0744222,,,0.623,4504,
Kepler-1449 b,13.2274528,0.0124487,0.112305,1321,1.08,1.1,5979,0.04
61 Vir d,123.01,0.0715929,0.474527,8.55505,0.942,0.978547,5571,0.05
Kepler-141 c,7.010606,0.00960182,0.0716875,,,0.787,4910,
Kepler-1399 b,1.63865306,0.00648186,0.026927,1256,0.97,0.96,5735,-0.03
HD 179079 b,14.476,0.0837774,0.119635,65.5308,1.09,1.33814,5724,0.29
Kepler-504 b,9.54927542,0.0118667,0.060873,75,0.33,0.33,3519,-0.31
Kepler-220 d,28.122397,0.00271267,0.180985,,,0.666,4632,
OGLE-05-390L b,3500,0.0173,2.6,6500,0.22,,,
WASP-4 b,1.3382299,1.22311,0.0230406,300.03,0.91,0.914,5500,0
Kepler-432 c,406.2,2.36402,1.17816,870,1.32,4.06,4995,-0.07
Kepler-141 b,3.107675,0.000786457,0.041677,,,0.787,4910,
Kepler-1641 b,19.672266,0.028747,0.148109,961,1.12,1.19,6152,-0.02
Kepler-1026 b,36.5156053,0.0165864,0.199129,389,0.79,0.75,4948,-0.02
HD 4113 b,526.62,1.64829,1.27266,44.0529,0.99,1.07428,5688,0.2
Kepler-488 b,3.12082923,1,0.0427479,1157,1.07,1.09,5970,0.03
HD 330075 b,3.38773,0.623724,0.0392074,49.6032,0.7,1.20726,5017,0.08
Kepler-1029 b,4.41769648,0.00648186,0.0493183,422,0.82,0.77,5030,0.01
Kepler-754 b,14.5596237,0.0148244,0.11898,1192,1.06,1.08,5935,0.05
Kepler-524 c,1.88897906,0.00255759,0.0307775,730,1.09,1.1,6014,0.02
Kepler-256 e,10.681572,0.0179955,0.0949212,,,1.301,5551,
HD 104985 b,199.505,4.9174,0.678014,97.0874,1.04,7.09522,4819,-0.35
HATS-10 b,3.312846,0.526,0.0449161,496,1.101,1.105,5880,0.15
Kepler-189 b,10.399931,0.0057099,0.0932453,,,0.75,5235,
Kepler-691 b,8.114379,0.0154788,0.0639541,239,0.53,0.5,3715,0.04
Kepler-101 c,6.029809,0.00789025,0.0648349,,,1.666,5570,
Kepler-653 c,0.90037648,0.00123338,0.0183692,593,1.02,1.19,5665,0.23
Kepler-1537 b,1.4444538,0.00518721,0.0233115,503,0.81,0.77,5079,-0.08
Kepler-750 c,4.08899022,0.0120821,0.0524304,1181,1.15,1.23,6160,0.03
HD 87883 b,2754,1.75571,3.57648,18.205,0.803,0.778353,4958,0.07
Kepler-520 c,5.21104261,0.00364938,0.0607231,492,1.1,1.09,6112,-0.03
WASP-135 b,1.4013794,1.90042,0.0243585,300,0.98,0.96,5657,0.02
Kepler-81 c,12.04,0.0181548,0.0885967,,0.64,0.59,4500,-0.524
Kepler-156 c,15.906801,0.0202659,0.123783,,,0.807,5094,
Kepler-127 d,48.630408,0.0214091,0.260742,,,1.359,6106,
Kepler-657 b,24.54350418,0.0377408,0.165833,1244,1.01,1.01,5808,0.03
Kepler-1311 b,11.1726994,0.00628541,0.0994127,705,1.05,1.4,5748,0.09
HD 10180 g,602,0.0673813,1.42271,39.0168,1.06,1.10851,5911,0.08
Kepler-1092 b,58.6017925,0.015383,0.294279,914,0.99,1,5862,-0.09
Kepler-1214 b,18.82634264,0.0181548,0.131197,757,0.85,0.8,5130,0.05
Kepler-275 c,16.088134,0.0344212,0.124722,,,1.383,6165,
Kepler-482 b,56.35418576,0.0181548,0.261363,290,0.75,0.72,4871,-0.13
Kepler-1495 b,85.273256,0.0257931,0.382908,1307,1.03,1.04,5831,0.06
Kepler-201 c,151.884058,0.0244074,0.557119,,,1.229,6065,
WASP-94 B b,2.00839,0.619839,0.0334746,,1.24,1.35,6040,0.23
Kepler-208 c,7.466623,0.00915403,0.0747634,,,1.314,6092,
Kepler-722 c,105.144749,0.0240196,0.440295,1375,1.03,1.05,5863,0.02
Kepler-1174 b,6.89225223,0.0118667,0.0718111,829,1.04,1.04,5936,-0.04
Kepler-274 b,11.634788,0.0115417,0.100488,,,1.007,6023,
Kepler-581 b,40.6069821,0.0213319,0.23121,833,1,1,5772,0.03
Kepler-693 b,15.37563332,0.503122,0.110433,1002,0.76,0.72,4881,-0.1
Kepler-1102 b,51.3285623,0.021628,0.266647,986,0.96,0.94,5724,-0.08
Kepler-769 c,15.9870174,0.0132151,0.131614,1362,1.19,1.28,6186,0.06
Kepler-652 b,4.18200253,0.0195285,0.0502867,423,0.97,0.88,5490,0.17
Kepler-420 b,86.647661,1.45,0.381935,900,0.99,1.13,5520,0.27
HD 66428 b,1973,2.74962,3.14259,54.9149,1.061,0.979625,5752.03,0.310226
HD 52265 b,119.29,1.07139,0.499878,28.9603,1.17,1.34703,6076.31,0.193307
HATS-14 b,2.766741,1.0682,0.0381546,513,0.967,0.933,5346,0.33
Kepler-75 b,8.884924,9.98479,0.0807413,1140,0.88,0.88,5330,-0.07
Kepler-326 c,4.580358,0.00937625,0.0539767,,,0.801,5105,
Kepler-554 b,1.90220856,0.0605767,0.0293274,642,0.93,0.92,5447,0.14
Kepler-1294 b,115.6862258,0.0304768,0.463098,1120,0.99,0.97,5776,-0.03
Kepler-249 c,7.113702,0.0120453,0.0723886,,,0.482,3568,
Kepler-1282 b,2.13194651,0.0115843,0.0315297,1126,0.92,0.89,5504,0.01
Kepler-740 b,3.58410122,0.0690043,0.0444161,1262,0.91,0.87,5438,0.03
Kepler-79 c,27.402,0.0186,0.183622,,1.1,1.1,6187,-0.263
HD 16417 b,17.24,0.0669595,0.135435,25.7798,1.115,1.45645,5817,0.07
Kepler-251 c,16.514043,0.0232079,0.126914,,,0.89,5526,
Kepler-15 b,4.942782,0.662431,0.0571382,,1.018,0.992,5515,0.36
HD 205739 b,279.8,1.48708,0.894939,107.759,1.22,1.46292,6176,0.19
Kepler-851 b,8.50699658,0.0124487,0.078449,869,0.89,0.85,5455,-0.07
Kepler-1342 b,2.21571036,0.0123008,0.032467,941,0.93,0.9,5527,0.03
Kepler-302 b,30.184104,0.0537981,0.189725,,,1.22,5740,
Kepler-781 b,13.2140732,0.0250657,0.101967,1036,0.81,0.78,5162,-0.1
Kepler-317 b,5.524242,0.0155228,0.0611582,,,0.941,5497,
Kepler-152 c,88.255055,0.0184218,0.387942,,,0.724,5088,
Kepler-343 b,8.96855,0.0186399,0.0844802,,,1.433,5807,
Kepler-1161 b,10.71252541,0.0158698,0.0797661,428,0.59,0.57,4253,-0.35
CoRoT-16 b,5.35227,0.537982,0.0617874,840,1.098,1.19,5650,0.19
HD 216770 b,118.45,0.646927,0.455837,35.5745,0.9,1.03957,5423,0.26
HD 136418 b,464.3,1.9935,1.29111,98.2318,1.33,3.83357,4972,-0.07
Kepler-907 b,15.86621821,0.00553813,0.126784,352,1.08,1.38,6106,-0.15
Kepler-1402 b,2.03387914,0.00111394,0.0303322,681,0.9,0.87,5416,0.03
Kepler-59 b,11.8681707,0.00441201,0.103167,,1.04,0.94,6074,
Kepler-98 b,1.54168,0.0111695,0.0260305,,0.99,1.11,5539,0.18
Kepler-192 b,9.926746,0.0227766,0.090395,,,1.007,5479,
beta Pic b,7154,9,8.75626,19.3,1.75,,,
Kepler-1259 b,0.66308526,0.0101747,0.013815,704,0.8,0.77,5053,-0.07
Kepler-202 c,16.282493,0.0136211,0.125725,,,0.667,4668,
Kepler-1142 b,18.3027248,0.0109866,0.134547,697,0.97,0.96,5685,0.02
GJ 163 d,603.95116,0.0926098,1.03037,14.9948,0.4,,,
Kepler-339 c,6.988055,0.00478497,0.0715337,,,0.802,5631,
HD 188015 b,461.2,1.46957,1.19018,57.0125,1.056,1.03281,5745.68,0.288779
WASP-59 b,7.919585,0.859095,0.0696866,125,0.719,0.613,4650,-0.15
WASP-54 b,3.6936411,0.63273,0.049881,200,1.213,1.828,6100,-0.27
Kepler-1542 b,3.95116882,0.00111394,0.0479144,336,0.94,0.99,5564,0.06
HAT-P-8 b,3.076337,1.29336,0.0449613,230.001,1.28,1.58,6200,0.01
Kepler-446 b,1.565409,0.0115145,0.0159282,120,0.22,0.24,3359,-0.3
Kepler-1533 b,308.5471,0.0363708,0.977788,852,1.31,1.51,6431,0.03
WASP-15 b,3.7521,0.542797,0.0499436,,1.18,1.477,6300,-0.17
Kepler-425 b,3.79701816,1,0.0464979,650,0.93,0.86,5170,0.24
HD 10180 d,16.3567,0.0376549,0.128581,39.0168,1.06,1.10851,5911,0.08
Kepler-767 b,161.5280101,0.121945,0.572614,1185,0.96,0.94,5694,-0.05
HD 9446 c,192.9,1.81548,0.65375,52.356,1,0.919448,5793,0.09
Kepler-445 b,2.984151,0.0120099,0.022904,90,0.18,0.21,3157,0.27
XO-4 b,4.1250828,1.60254,0.05524,293,1.32,,,
WASP-48 b,2.143634,0.984236,0.034488,,1.19,1.75,5920,-0.12
Kepler-566 b,18.42794624,0.0160703,0.128317,628,0.83,0.79,5132,-0.01
HD 37124 b,154.378,0.674371,0.533637,33.67,0.85,0.772275,5500.24,-0.441617
Kepler-89 b,3.743208,0.0287348,0.0511881,,1.277,1.52,6182,0.0228
WASP-32 b,2.718661,3.45362,0.0390315,,1.07,1.09,6140,-0.13
Kepler-265 b,6.846262,0.0136944,0.0705628,,,1.103,5835,
OGLE-TR-211 b,3.67724,0.757277,0.0512842,,1.33,1.64,6325,0.11
gamma Cep b,905.574,1.51728,1.9793,14.1024,1.26,5.01,4764,0.13
Kepler-325 b,4.544439,0.0253561,0.0536941,,,1.003,5752,
Kepler-11 g,118.3807,0.0332233,0.465624,,0.961,1.1,5663,0
Kepler-256 b,1.620493,0.011856,0.0270005,,,1.301,5551,
Kepler-1182 b,11.17394617,0.0186391,0.0991034,1258,1.04,1.05,5924,0.01
Kepler-617 b,1.68269615,0.00774372,0.0221208,150,0.51,0.48,3712,-0.07
Kepler-1035 b,2.71407755,0.00501732,0.0378236,408,0.98,0.97,5763,-0.03
HD 1605 c,2111,3.50295,3.52689,84.6,1.31,3.8,4757,0.21
GJ 86 b,15.76491,4.00104,0.114217,10.7828,0.796,0.748264,5150.54,-0.267896
Kepler-470 b,24.66919569,1,0.185532,989,1.4,1.66,6613,0.04
Kepler-1637 b,6.10960324,0.00189081,0.0658388,506,1.02,1.02,5789,0.07
Kepler-1346 b,3.40165668,0.0117956,0.0462418,1123,1.14,1.21,6133,0.04
